state_id,state,avg_rating,movie
3,AZ,2,1044
3,AZ,2,1045
3,AZ,4,1046
3,AZ,3,1047
3,AZ,4,1048
3,AZ,5,1050
3,AZ,3,1054
3,AZ,1,1057
3,AZ,3,1063
3,AZ,2,1065
3,AZ,4,1070
3,AZ,5,1073
3,AZ,4,1074
3,AZ,4,1086
3,AZ,4,1097
3,AZ,1,1098
3,AZ,4,1101
3,AZ,4,1109
3,AZ,4,1113
3,AZ,3,1119
3,AZ,2,1121
3,AZ,4,1125
3,AZ,4,1132
3,AZ,3,1134
3,AZ,3,1136
3,AZ,2,1137
3,AZ,4,1142
3,AZ,3,1152
3,AZ,1,1163
3,AZ,5,1192
3,AZ,4,1193
3,AZ,4,1194
3,AZ,4,1195
3,AZ,4,1196
3,AZ,5,1197
3,AZ,5,1198
3,AZ,5,1199
3,AZ,4,1200
3,AZ,5,1201
3,AZ,5,1202
3,AZ,5,1203
3,AZ,4,1204
3,AZ,3,1205
3,AZ,2,1206
3,AZ,3,1215
3,AZ,3,1218
3,AZ,4,1221
3,AZ,2,1245
3,AZ,3,1263
3,AZ,4,1264
3,AZ,5,1269
3,AZ,3,1284
3,AZ,5,1286
3,AZ,4,1296
3,AZ,1,1297
3,AZ,4,1298
3,AZ,4,1299
3,AZ,2,1318
3,AZ,4,1367
3,AZ,4,1372
3,AZ,5,1404
3,AZ,3,1454
3,AZ,2,1465
4,CA,4,1
4,CA,4,2
4,CA,2,3
4,CA,3,4
4,CA,3,5
4,CA,4,6
4,CA,4,7
4,CA,4,8
4,CA,4,9
4,CA,5,10
4,CA,4,11
4,CA,4,12
4,CA,4,13
4,CA,4,14
4,CA,4,15
4,CA,4,16
4,CA,3,17
4,CA,3,18
4,CA,3,19
4,CA,2,20
4,CA,3,21
4,CA,4,22
4,CA,4,23
4,CA,4,24
4,CA,3,25
4,CA,3,26
4,CA,3,27
4,CA,4,28
4,CA,3,29
4,CA,4,30
4,CA,4,31
4,CA,4,32
4,CA,3,33
4,CA,3,35
4,CA,2,36
4,CA,1,37
4,CA,3,38
4,CA,3,39
4,CA,3,40
4,CA,3,41
4,CA,3,42
4,CA,3,43
4,CA,4,44
4,CA,4,45
4,CA,4,46
4,CA,3,47
4,CA,4,48
4,CA,3,49
4,CA,4,50
4,CA,3,51
4,CA,4,52
4,CA,3,53
4,CA,3,54
4,CA,3,55
4,CA,4,56
4,CA,4,57
4,CA,4,58
4,CA,4,59
4,CA,4,60
4,CA,4,61
4,CA,3,62
4,CA,3,63
4,CA,4,64
4,CA,3,65
4,CA,4,66
4,CA,3,67
4,CA,3,68
4,CA,4,69
4,CA,4,70
4,CA,4,71
4,CA,3,72
4,CA,4,73
4,CA,5,74
4,CA,4,76
4,CA,4,77
4,CA,2,78
4,CA,4,79
4,CA,3,80
4,CA,3,81
4,CA,4,82
4,CA,4,83
4,CA,3,84
4,CA,3,85
4,CA,4,86
4,CA,4,87
4,CA,4,88
4,CA,4,89
4,CA,3,90
4,CA,3,91
4,CA,3,92
4,CA,4,93
4,CA,3,94
4,CA,4,95
4,CA,4,96
4,CA,4,97
4,CA,4,98
4,CA,4,99
4,CA,4,100
4,CA,3,101
4,CA,4,102
4,CA,1,103
4,CA,1,104
4,CA,3,105
4,CA,3,106
4,CA,4,107
4,CA,3,108
4,CA,4,109
4,CA,3,110
4,CA,4,111
4,CA,3,112
4,CA,4,113
4,CA,4,114
4,CA,4,116
4,CA,4,117
4,CA,3,118
4,CA,2,120
4,CA,3,121
4,CA,2,122
4,CA,3,123
4,CA,4,124
4,CA,3,125
4,CA,4,126
4,CA,4,127
4,CA,3,128
4,CA,4,129
4,CA,1,130
4,CA,3,131
4,CA,4,132
4,CA,4,133
4,CA,4,134
4,CA,4,135
4,CA,4,136
4,CA,4,137
4,CA,2,138
4,CA,3,139
4,CA,4,140
4,CA,3,141
4,CA,3,142
4,CA,4,143
4,CA,4,144
4,CA,2,145
4,CA,2,146
4,CA,3,147
4,CA,3,148
4,CA,4,149
4,CA,4,150
4,CA,3,151
4,CA,4,152
4,CA,4,153
4,CA,4,154
4,CA,3,155
4,CA,4,156
4,CA,4,157
4,CA,3,158
4,CA,3,159
4,CA,3,160
4,CA,4,161
4,CA,3,162
4,CA,4,163
4,CA,4,164
4,CA,4,165
4,CA,4,166
4,CA,3,167
4,CA,4,168
4,CA,5,169
4,CA,4,170
4,CA,4,171
4,CA,4,172
4,CA,4,173
4,CA,4,174
4,CA,4,175
4,CA,4,176
4,CA,4,177
4,CA,4,178
4,CA,4,179
4,CA,4,180
4,CA,4,181
4,CA,4,182
4,CA,4,183
4,CA,3,184
4,CA,4,185
4,CA,4,186
4,CA,4,187
4,CA,4,188
4,CA,5,189
4,CA,4,190
4,CA,4,191
4,CA,4,192
4,CA,4,193
4,CA,4,194
4,CA,4,195
4,CA,4,196
4,CA,4,197
4,CA,4,198
4,CA,4,199
4,CA,4,200
4,CA,4,201
4,CA,4,202
4,CA,4,203
4,CA,4,204
4,CA,4,205
4,CA,3,206
4,CA,4,207
4,CA,4,208
4,CA,4,209
4,CA,4,210
4,CA,4,211
4,CA,4,212
4,CA,4,213
4,CA,3,214
4,CA,4,215
4,CA,4,216
4,CA,3,217
4,CA,3,218
4,CA,3,219
4,CA,3,220
4,CA,4,221
4,CA,3,222
4,CA,4,223
4,CA,4,224
4,CA,3,225
4,CA,4,226
4,CA,3,227
4,CA,4,228
4,CA,3,229
4,CA,3,230
4,CA,3,231
4,CA,3,232
4,CA,4,233
4,CA,4,234
4,CA,3,235
4,CA,4,236
4,CA,4,237
4,CA,4,238
4,CA,3,239
4,CA,3,240
4,CA,4,241
4,CA,4,242
4,CA,3,243
4,CA,3,244
4,CA,3,245
4,CA,4,246
4,CA,4,248
4,CA,3,249
4,CA,3,250
4,CA,4,251
4,CA,3,252
4,CA,3,253
4,CA,3,254
4,CA,4,255
4,CA,4,256
4,CA,4,257
4,CA,4,258
4,CA,3,259
4,CA,2,260
4,CA,3,261
4,CA,4,262
4,CA,3,263
4,CA,3,264
4,CA,4,265
4,CA,2,266
4,CA,3,267
4,CA,4,268
4,CA,4,269
4,CA,4,270
4,CA,3,271
4,CA,4,272
4,CA,4,273
4,CA,3,274
4,CA,4,275
